长沙,天心区,喜羊羊羊肉馆烤全羊(贺龙店),star_35,3.94,26,,3.99,3.77,3.96,http://www.dianping.com/shop/k6fRsSpVfLOlMEwM,烤羊腿,侯家塘,长沙市天心区贺龙体育馆宿舍1栋（原老琴岛停车场浅印咖啡旁边）（华侨国际对面停车场）
长沙,天心区,刘记烧烤(小赢洲巷总店),star_30,3.33,29,￥78,3.78,3.29,3.76,http://www.dianping.com/shop/k95mPYmESdTxQQSI,烤串,天心阁/白沙井,小赢洲巷31号
长沙,天心区,烈火烧烤大排档,star_40,4.28,224,￥66,4.52,4.3,4.39,http://www.dianping.com/shop/G5ehwsKHG504tvGJ,湘菜,黄兴路步行街,解放西路三兴街117号（魅力四射转角/李富春故居对面）
长沙,天心区,乌龙山特色铁板烧美食城,star_40,4.15,174,￥57,4.38,4.13,4.15,http://www.dianping.com/shop/G7zfPEDicpWFKjPX,融合烤肉,芙蓉南路沿线,青园路附12号
长沙,天心区,矮哥烧烤,star_35,3.53,7,￥59,3.66,3.54,3.72,http://www.dianping.com/shop/G1mrP81wCcAaoU2m,烧烤烤串,南门口,黄兴南路南门口
长沙,天心区,霹雳火·烧烤(长沙店),star_35,3.76,13,,3.78,3.66,3.78,http://www.dianping.com/shop/G80j95hTgISettnG,烤串,摩天轮,回龙山巷华夏太古巨幕影城西20米
长沙,天心区,胡记炸炸炸长郡店,star_35,3.83,21,￥9,3.84,3.88,3.95,http://www.dianping.com/shop/l2r812bXZwyepiqx,烧烤烤串,河西大学城,学院街86号
长沙,天心区,资格老长沙烧烤(西牌楼街店),star_35,3.62,102,￥63,3.75,3.71,3.72,http://www.dianping.com/shop/Ga40LDDpObtzN08T,烧烤烤串,坡子街,西牌楼街69号
长沙,天心区,波哥烧烤,star_35,3.57,3,,3.57,3.57,3.56,http://www.dianping.com/shop/EEXsONF1TKXrapr1,烤串,浦沅,陆都小区
长沙,天心区,定三毛烧烤(迎新路店),star_35,3.7,8,,3.76,3.91,3.74,http://www.dianping.com/shop/G9LPH3thRmxI5RbM,烤串,芙蓉南路沿线,五凌路与迎新路交叉口东北角
长沙,天心区,波哥烤肉(冬瓜山店),star_35,3.91,165,￥78,3.91,3.79,3.94,http://www.dianping.com/shop/G6llm9ZmjlYksSH6,烧烤烤串,劳动广场/书院路,裕南街193号
长沙,天心区,晚来湘西烧烤,star_35,3.78,28,￥75,3.78,3.77,3.81,http://www.dianping.com/shop/H8WfXckxY8jShbNx,融合烤肉,芙蓉南路沿线,青园路附12号12栋122
长沙,天心区,禾堂烤串,star_35,3.91,78,￥65,3.89,3.92,3.92,http://www.dianping.com/shop/l4VvsTPS3u7CMspc,烤串,劳动广场/书院路,裕南街街道长坡社区南湖路315号二栋102
长沙,天心区,忆湘西烧烤吧,star_35,3.87,32,,3.82,3.87,3.94,http://www.dianping.com/shop/iZlcLkwBnQHJkAj1,烤串,劳动广场/书院路,裕南街94号
长沙,天心区,么子烤肉(化龙池店),star_50,4.84,2791,￥86,4.84,4.9,4.9,http://www.dianping.com/shop/H2OmBZC4pJc7rY1D,融合烤肉,黄兴路步行街,人民西路166号
长沙,天心区,美丽烤排骨,star_35,3.83,78,￥54,4.31,3.55,3.97,http://www.dianping.com/shop/iBaxUy6LpQNu4iVb,烧烤烤串,天心阁/白沙井,上黎家坡巷湘郡培粹实验中学隔壁
长沙,天心区,烧烤部落(德思勤店),star_35,3.54,2,,3.54,3.55,3.54,http://www.dianping.com/shop/GaC5hQukJQoI8jHz,烤串,芙蓉南路沿线,永利街德思勤城市广场
长沙,天心区,华天烧烤,star_35,3.75,6,,3.77,3.71,3.74,http://www.dianping.com/shop/l8NqSBy9uJLMfvfb,烧烤烤串,河西大学城,洪家井街73号
长沙,天心区,伟哥虾蟹烧烤馆,star_30,3.27,4,￥68,3.6,3.67,3.55,http://www.dianping.com/shop/k7TpyKuF7OO7q4XL,烤串,南门口,上碧湘街3号
长沙,天心区,肉霸霸烤肉(人民西店),star_45,4.52,707,￥65,4.56,4.5,4.63,http://www.dianping.com/shop/FyuWlMaDH12MqGOA,融合烤肉,黄兴路步行街,人民西路399号
长沙,天心区,拾捌岁烤肉(坡子街店),star_45,4.68,1179,￥61,4.7,4.73,4.7,http://www.dianping.com/shop/la1MJ6m2giBvCBEN,融合烤肉,坡子街,坡子街115号上味舫大厦2楼
长沙,天心区,将进酒烤肉(新开铺店),star_35,3.83,126,￥70,3.85,3.87,3.93,http://www.dianping.com/shop/k8eR5xkeZr96utRA,融合烤肉,新开铺,竹塘西路莲花小区B-10栋5单元门面
长沙,天心区,侯哥烧烤,star_35,3.83,7,,3.88,3.59,3.7,http://www.dianping.com/shop/G5PSJ7kAXBvfxevn,融合烤肉,南门口,黄兴南路
长沙,天心区,兄弟烧烤,star_35,3.54,3,,3.54,3.51,3.58,http://www.dianping.com/shop/H4sggouvLYQdBb9J,烤串,芙蓉南路沿线,木莲西路509号童话里家园1-5栋地下室-202号
长沙,天心区,么子烤肉(白沙路店),star_50,4.84,2165,￥84,4.86,4.62,4.81,http://www.dianping.com/shop/l1dhQiLjfZol8ZMp,融合烤肉,天心阁/白沙井,白沙路336号
长沙,天心区,金马烧烤,star_35,3.51,3,,3.51,3.51,3.5,http://www.dianping.com/shop/j8tNiJC5VPwIV3kP,烧烤烤串,天心阁/白沙井,里仁坡巷13号
长沙,天心区,邓哥烧烤,star_35,3.53,4,,3.54,3.52,3.52,http://www.dianping.com/shop/H1pD9XSxRMHa1I3a,烤翅,黄土岭,雨花路249号
长沙,天心区,新疆哈孜巴依烧烤店,star_35,3.73,15,￥41,3.72,3.53,3.66,http://www.dianping.com/shop/iquX5WlpRlmtjSnK,烤串,芙蓉南路沿线,迎新路368号
长沙,天心区,老地方烧烤,star_30,3.47,1,,3.46,3.47,3.46,http://www.dianping.com/shop/G8vEy8YIu4kW009K,烤串,芙蓉南路沿线,新开铺石人村申奥美域9栋106号
长沙,天心区,岳阳三毛烧烤美食城,star_35,3.9,63,￥74,3.9,3.87,3.92,http://www.dianping.com/shop/H6wCPYa5qNIjUX9C,烧烤烤串,云塘理工/环保科技园,同升街道桃阳社区环保东路桃阳商业广场C区006-009-026号
长沙,天心区,三毛烧烤(冬瓜山总店),star_35,3.65,67,￥103,3.68,3.85,3.74,http://www.dianping.com/shop/FpImOqmkil3Givow,烧烤烤串,劳动广场/书院路,白沙路解放四村附301号
长沙,天心区,酒拾烤肉(解放西路店),star_45,4.52,67,￥59,4.55,4.55,4.45,http://www.dianping.com/shop/k3DWsxEtWIerr0NW,融合烤肉,解放西路,解放西路209号福达银座二楼西侧部分区域
长沙,天心区,烧烤部落,star_30,3.47,11,,3.47,3.55,3.57,http://www.dianping.com/shop/H71XcDq8mJzjQ6JU,烤串,五一广场,黄兴南路王府井庙街一楼15-16号
长沙,天心区,鸿燚·烧烤小酒馆,star_35,3.8,10,,3.8,3.74,3.89,http://www.dianping.com/shop/l1TsH84ODbLECLxM,烤串,五一广场,解放西路永安宝苑三楼
长沙,天心区,自家烧烤,star_35,3.71,8,,3.68,3.65,3.68,http://www.dianping.com/shop/k8uMzjQX5cGr9jnY,烧烤烤串,新开铺,友谊路
长沙,天心区,炭先生烤肉(保险学院店),star_35,3.84,28,￥63,3.8,3.83,3.85,http://www.dianping.com/shop/j1fEiEpP6x6O4MwY,融合烤肉,芙蓉南路沿线,中意一路和平社区八组1012号
长沙,天心区,岳阳烧烤烤鱼(黄土岭店),star_35,3.52,2,,3.52,3.51,3.5,http://www.dianping.com/shop/k2k9RvUZWLYGDUsz,烤鱼,黄土岭,雨花路294号商铺
长沙,天心区,朝阳烧烤粥吧,star_35,3.66,4,,3.65,3.62,3.74,http://www.dianping.com/shop/G4ADhTAJLiPt4PLw,烤串,芙蓉南路沿线,中意二路168号中信文化广场1号商铺104
长沙,天心区,新疆雪莲美味烧烤,star_35,3.74,12,￥47,3.75,3.46,3.58,http://www.dianping.com/shop/G4JH1pywvANJqBeP,烧烤烤串,黄土岭,黄土岭路与长坡一街交口西北角
长沙,天心区,胖子烧烤(南门口店),star_30,3.47,1,,3.47,3.47,3.47,http://www.dianping.com/shop/l5Fp9SbGRsEgr2AA,烧烤烤串,天心阁/白沙井,天心游路35号
长沙,天心区,鲜客·海鲜烧烤,star_35,3.51,30,￥55,3.56,3.65,3.61,http://www.dianping.com/shop/k7zgIHOHL0qpXYRu,烤串,黄兴路步行街,登隆街56号
长沙,天心区,岳阳烧烤(南湖路店),star_35,3.69,6,,3.69,3.66,3.6,http://www.dianping.com/shop/k8Bax7KKjv9B7fMy,烤串,黄土岭,南湖路25号西1楼1-4号
长沙,天心区,岳阳烧烤老店(西牌楼店),star_35,3.63,56,￥81,3.65,3.52,3.63,http://www.dianping.com/shop/G6huljqjhOApjiLh,烧烤烤串,坡子街,太平街外西牌楼10号
长沙,天心区,廖烧烧,star_40,4.03,81,￥51,4.15,3.92,4.07,http://www.dianping.com/shop/H9GRZ5ub9Etg0X1m,烧烤烤串,黄兴路步行街,人民西路329号观音井
长沙,天心区,酒拾烤肉(林科大店),star_45,4.68,1040,￥61,4.74,4.7,4.64,http://www.dianping.com/shop/H59ERiMizMThn3gh,融合烤肉,铁道学院/林科大,青园路中南林业科技大学林大食府二楼
长沙,天心区,岳阳烧烤,star_35,3.53,1,,3.52,3.5,3.52,http://www.dianping.com/shop/jla1dwieyPcRNvLK,烤串,铁道学院/林科大,韶山南路116号第010栋115
长沙,天心区,岳阳三毛烧烤(理工优选好店),star_35,3.65,3,,3.65,3.6,3.53,http://www.dianping.com/shop/H43q2U5PTwOGycCU,烧烤烤串,芙蓉南路沿线,新电路350号644号门面
长沙,天心区,大串烤面筋,star_35,3.61,4,,3.64,3.59,3.6,http://www.dianping.com/shop/G7YYCjkXsDWlWTtK,烤串,五一广场,三泰街4号
长沙,天心区,串格子烧烤吧,star_35,3.5,2,,3.47,3.48,3.48,http://www.dianping.com/shop/H2XuXjmHLe9xMbcP,烤串,河西大学城,黄兴南路诸葛烤鱼旁
长沙,天心区,花园烤肉(太平街店),star_40,4.43,237,￥70,4.58,4.53,4.65,http://www.dianping.com/shop/H4Ak8YGB300Mp7lV,融合烤肉,太平街,解放西路金线街76号（太平街解放西路口门进来 左转第一个巷子直走100米）
长沙,天心区,酒拾烤肉(天心阁店),star_50,4.84,1963,￥71,4.85,4.75,4.74,http://www.dianping.com/shop/kaBhDJhiersj0jNl,融合烤肉,南门口,城南西路111号芙蓉大厦2层
长沙,天心区,诸侯烧烤,star_35,3.57,3,,3.6,3.62,3.56,http://www.dianping.com/shop/k89Iuuo1Aixslgdo,烤串,劳动广场/书院路,天心区南湖路315号
长沙,天心区,斌哥烧烤,star_30,3.47,2,,3.46,3.47,3.46,http://www.dianping.com/shop/Ham7KCJLdH6Yy0Zg,融合烤肉,黄土岭,芙蓉中路
长沙,天心区,老朱的烧烤院,star_40,4.45,735,￥75,4.37,4.67,4.42,http://www.dianping.com/shop/iy627jtYy0yygjBh,烤串,解放西路,太平街65号
长沙,天心区,小院里烤肉(林科大店),star_40,4.35,175,￥43,4.44,4.44,4.37,http://www.dianping.com/shop/k329Z1ntQUX1nXQi,融合烤肉,铁道学院/林科大,青园路382号惠必购超市二楼（林科大后街）
长沙,天心区,心机羊,star_35,3.77,22,￥90,3.81,3.76,3.7,http://www.dianping.com/shop/l9DSPeS7ePhiSbDd,烤羊腿,劳动广场/书院路,白沙路314号
